"rep","bee","first","prop","trips"
"9C",43,156242.624099016,0.108116247553079,4
"9C",27,52993.1760730743,0.0946514652995638,10
"9C",42,327361.271979094,0.0711100397734121,4
"9C",23,528331.309480906,0.000706027711587787,6
"9C",49,NA,0,0
"9C",14,412680.998832941,0.0239405965945461,4
"9C",70,533416.74029398,0.00156184922948777,2
"9C",71,49987.3575088978,0.04813401187447,60
"9C",24,150705.389209986,0.255219582433405,5
"9C",39,407094.564039946,0.0240963855421688,12
"9C",62,NA,0,0
"9C",31,79059.5399000645,0.0970209995116393,6
"9C",63,NA,0,0
"9C",13,NA,0,0
"9C",33,424798.074453115,0.0291100637649016,26
"9C",28,151182.192218065,0.0206127080181544,28
"9C",11,149318.180658102,0.0518102372034956,12
"9C",18,407227.764848948,0.0368130423349986,8
"9C",12,154129.810905933,0.00029114906832306,2
"9C",30,228521.065402031,0.64099165822094,23
"9C",57,NA,0,0
"9C",73,325846.062571049,0.0608411596570029,2
"9C",77,NA,0,0
"9C",58,NA,0,0
"9C",4,151185.192214012,0.121534048656114,14
"9C",29,NA,0,0
"9C",6,531745.730099916,0.00196220179696383,8
"9C",17,236404.913866043,0.0513340448239061,12
"9C",69,528555.310836077,0.00246085011185682,2
"9C",3,405020.550980091,0.0488196195278479,6
"9C",60,400800.324770927,0.0488171235448742,4
"9C",67,NA,0,0
"9C",20,406875.562642097,0.0292986875248575,2
"9C",47,139069.916188002,0.0485131048387097,52
"9C",76,260640.065757036,0.0136124221903002,32
"9C",44,NA,0,0
"9C",38,493272.491837025,0.0174930242541318,2
"9C",1,53918.3819100857,0.180816765180011,34
"9C",22,407218.364820957,0.024483306836248,16
"9C",52,149336.580425978,0.221968766450255,3
"9C",78,149399.980782986,0.376455180442375,70
"9C",66,237809.922553062,0.534271725826193,1
"9C",35,NA,0,0
"9C",41,455383.861705065,0.00365512792947764,4
"9C",56,46309.1348729134,0.00301044802550021,10
"9C",21,393818.680947065,0.0620380562981602,26
"9C",64,50766.3623399734,0.585975919959301,55
"9C",68,416777.024355888,0.0137362637362637,12
"9C",19,532229.733006001,0.000872926798852758,2
"9C",16,152679.802192926,0.0187188019966722,6
"9C",10,535341.351994038,0.000632111251580358,2
"9C",48,406906.362859011,0.010273376284172,4
"9C",2,153009.003880024,0.0743314700105757,8
"9C",36,536499.959057093,0.00308792458963114,6
"9C",61,26.0541288852692,1,0
"9C",25,48292.5470769405,0.644271145770846,47
"9C",5,153001.203870058,0.0401791426743443,4
"9C",75,406903.962842941,0.0117947470817121,28
"9C",8,144394.149600029,0.126631276266313,56
"9C",37,148568.775659084,0.57065036131184,7
"9C",65,452119.841434956,0.0035017508754378,4
"9C",74,204188.9186759,0.167903021530668,1
"9C",40,51180.1649010181,0.512469084913438,169
"9C",51,NA,0,0
"9C",55,406833.562397957,0.0285498916423255,4
"9C",7,399422.716116905,0.0559118566025325,6
"9C",50,NA,0,0
"9C",45,235505.908479929,0.125305837119888,4
"9C",15,52990.1760430336,0.108194262141384,8
"1D",53,1.69584798812866,0.70831746031746,2
"1D",32,2.86246299743652,1,0
"1D",75,NA,0,0
"1D",84,3.02913093566895,0.44956441999083,3
"1D",76,12.8625130653381,0.717729393468118,12
"1D",33,NA,0,0
"1D",74,NA,0,0
"1D",12,5.69580411911011,0.996709585121602,2
"1D",25,NA,0,0
"1D",27,62805.9690740108,0.922922922922923,5
"1D",89,NA,0,0
"1D",59,11.6959249973297,1,0
"1D",73,NA,0,0
"1D",86,426788.747808933,0.04,46
"1D",69,NA,0,0
"1D",81,29.5291709899902,0.999558433912276,2
"1D",92,20.6958301067352,0.778865269918948,37
"1D",17,30.8625130653381,0.877878289473684,2
"1D",36,38.3628420829773,0.95580414450761,8
"1D",71,51.3625459671021,0.861852685751045,3
"1D",88,NA,0,0
"1D",43,NA,0,0
"1D",48,NA,0,0
"1D",96,255999.962481976,0.787080973519057,1
"1D",57,81.1959300041199,0.969628372005282,2
"1D",18,88878.0137019157,0.0815190702242592,12
"1D",98,131.696048974991,1,0
"1D",23,512875.062273026,0.0105044441879256,2
"1D",7,NA,0,0
"1D",34,NA,0,0
"1D",91,62156.9680581093,0.899697580645161,3
"1D",56,NA,0,0
"1D",60,NA,0,0
"1D",39,NA,0,0
"1D",52,NA,0,0
"1D",93,NA,0,0
"1D",40,NA,0,0
"1D",16,433601.925685883,0.000757805395574351,2
"1D",21,255778.128710032,0.282434301521439,83
"1D",29,NA,0,0
"1D",38,NA,0,0
"1D",67,NA,0,0
"1D",72,509511.723309994,0.0292758089368259,2
"1D",83,NA,0,0
"1D",87,NA,0,0
"1D",102,521149.076531887,0.000732198425773323,2
"1D",8,NA,0,0
"1D",46,NA,0,0
"1D",19,353363.459106922,0.00958826847151717,16
"1D",100,NA,0,0
"1D",2,NA,0,0
"1D",49,NA,0,0
"1D",20,520740.909533978,0.00658648339060708,2
"1D",95,NA,0,0
"1D",61,NA,0,0
"1D",70,573.696758031845,0.795523997842891,11
"1D",90,512692.228635073,0.0353407290015848,2
"1D",26,601.363512992859,1,0
"1D",15,NA,0,0
"1D",10,NA,0,0
"1D",13,170929.986377001,0.799524294937139,1
"1D",24,NA,0,0
"1D",80,NA,0,0
"1D",9,NA,0,0
"1D",1,262351.30676198,0.0546075085324231,31
"1D",68,444337.610721111,0.0618357487922705,4
"1D",77,346592.447314024,0.0317353139770424,26
"1D",5,1688.36530804634,1,0
"1D",58,341648.772401094,0.0450988194720785,10
"1D",22,515836.400517941,0.186207735344198,15
"1D",41,257873.798914909,0.66410835214447,139
"1D",28,345010.444586992,0.503222986998798,9
"1D",31,NA,0,0
"1D",30,NA,0,0
"1D",45,NA,0,0
"1D",50,NA,0,0
"1D",55,NA,0,0
"1D",3,341999.43970108,0.425984692925145,67
"1D",44,NA,0,0
"1D",82,345098.778083086,0.143144710355625,136
"1D",99,NA,0,0
"1D",14,520598.575617075,0.13960231980116,1
"1D",63,210243.052421093,1,0
"2D",67,545471.484764099,0.00286162651158506,1
"2D",8,172698.290646076,0.0331736946618386,8
"2D",26,NA,0,0
"2D",54,371948.245353937,0.00859013867488434,36
"2D",34,NA,0,0
"2D",29,325570.304557085,0.0205918973278421,8
"2D",4,NA,0,0
"2D",73,415772.013737917,0.030060300603006,8
"2D",80,223889.072901964,0.198922413793103,5
"2D",47,NA,0,0
"2D",63,NA,0,0
"2D",48,NA,0,0
"2D",96,NA,0,0
"2D",78,NA,0,0
"2D",79,516762.917742014,0.0220934444042014,2
"2D",53,NA,0,0
"2D",38,NA,0,0
"2D",59,NA,0,0
"2D",43,511150.071105957,0.00468735352020255,2
"2D",39,53150.0234470367,0.000377216144850978,2
"2D",46,NA,0,0
"2D",9,NA,0,0
"2D",12,75751.9061069489,0.017534466604203,2
"2D",93,57397.6994690895,0.0767717641769234,38
"2D",87,230627.921168089,0.0601748322829843,4
"2D",44,448531.758260965,0.002561384914326,2
"2D",71,NA,0,0
"2D",41,NA,0,0
"2D",91,NA,0,0
"2D",86,342908.011183023,0.00964715210783673,2
"2D",61,NA,0,0
"2D",30,335031.492734909,0.00276752767527677,6
"2D",56,NA,0,0
"2D",51,NA,0,0
"2D",64,NA,0,0
"2D",66,NA,0,0
"2D",18,NA,0,0
"2D",19,398823.807851076,0.00155078831739464,10
"2D",15,NA,0,0
"2D",21,257509.815413952,0.0741436925647452,14
"2D",28,176298.965449095,0.206672845227062,20
"2D",20,47816.5116939545,0.0111896348645466,2
"2D",5,NA,0,0
"2D",50,NA,0,0
"2D",83,NA,0,0
"2D",36,NA,0,0
"2D",89,NA,0,0
"2D",24,NA,0,0
"2D",45,334813.492264986,0.0129101145408659,6
"2D",35,NA,0,0
"2D",23,162489.767591953,0.0601134215500945,2
"2D",11,NA,0,0
"2D",85,NA,0,0
"2D",81,NA,0,0
"2D",76,NA,0,0
"2D",16,234502.096627951,0.2921837866385,16
"2D",1,NA,0,0
"2D",3,NA,0,0
"2D",60,NA,0,0
"2D",92,436118.062917948,0.00208896534775138,4
"2D",75,240005.609357119,0.016047382808545,4
"2D",68,NA,0,0
"2D",37,330626.81663394,0.0102790014684289,6
"2D",42,484866.010075092,0.00276455229611416,2
"2D",62,NA,0,0
"2D",57,NA,0,0
"2D",55,536026.462862015,0.00388802488335926,6
"2D",65,NA,0,0
"2D",14,268545.674304962,0.00154987268902906,2
"2D",25,337368.331310987,0.0409328891004284,8
"2D",22,NA,0,0
"2D",88,NA,0,0
"2D",32,NA,0,0
"2D",82,83223.9228549004,0.060705613483788,4
"2D",94,358438.047254086,0.0235953591448312,12
"2D",72,NA,0,0
"2D",31,NA,0,0
"2D",13,NA,0,0
"2D",17,NA,0,0
"2D",7,NA,0,0
"2D",10,NA,0,0
"2D",84,81599.9190349579,0.0615114235500878,2
"2D",40,NA,0,0
"2D",6,236435.767735958,0.0151278664905752,2
"2D",33,NA,0,0
"2D",90,NA,0,0
"2D",27,NA,0,0
"2D",77,287428.050798893,0.0499386000818665,1
"2D",95,58694.8689670563,0.161160466407551,224
"3D",8,319767.844475985,0.00811443868161277,2
"3D",34,318789.342611074,0.00521099417594773,4
"3D",5,417946.362456083,0.0468581687612208,60
"3D",85,317065.839256048,0.0187068303914044,2
"3D",72,NA,0,0
"3D",14,NA,0,0
"3D",54,NA,0,0
"3D",21,NA,0,0
"3D",76,318798.342667103,0.0571118563819293,4
"3D",48,316189.170955896,0.0614702874673332,2
"3D",47,316697.671870947,0.132796780684105,84
"3D",15,317079.005949974,0.03281079110463,12
"3D",75,316897.17225194,0.0170815677966101,8
"3D",87,NA,0,0
"3D",43,316899.338951111,0.0181771413872931,2
"3D",19,NA,0,0
"3D",23,518859.554600954,0.0144242424242425,12
"3D",12,321225.680581093,0.00494617398894381,2
"3D",16,316444.671427011,0.035509138381201,14
"3D",18,317073.839272976,0.164594197085172,134
"3D",53,310509.827079058,0.0155652648825779,8
"3D",24,305160.817090034,0.568810189499845,142
"3D",69,NA,0,0
"3D",38,NA,0,0
"3D",2,310517.827099085,0.135811982277018,20
"3D",52,310220.159843922,0.0499124343257442,46
"3D",17,321545.014514923,0.0058183899275086,4
"3D",59,310510.327050924,0.083524165360974,4
"3D",9,147837.519704103,0.091214953271028,46
"3D",79,318825.509360075,0.0572239816533799,16
"3D",46,306357.985986948,0.039568345323741,80
"3D",61,316077.50405407,0.214474743988034,2
"3D",10,312775.164710045,0.499513833642712,84
"3D",80,NA,0,0
"3D",40,315541.169750929,0.0267052767052767,2
"3D",1,NA,0,0
"3D",25,503302.024971008,0.00387564937742235,6
"3D",67,316860.672213078,0.12950512509644,42
"3D",29,318808.009319067,0.0172095881991394,6
"3D",44,320470.512515068,0.0427732736930388,18
"3D",7,320784.679752111,0.0106956598603376,2
"3D",13,496808.345280886,0.00088715400993622,2
"3D",51,316443.838068008,0.065269666781175,6
"3D",84,309796.325719118,0.0982528649257937,14
"3D",63,NA,0,0
"3D",22,318786.675981045,0.00202905608311021,2
"3D",36,NA,0,0
"3D",82,495967.843714952,0.0206557705805674,12
"3D",56,308903.990845919,0.0472695006856498,2
"3D",73,NA,0,0
"3D",64,315529.503067017,0.0384063908234331,24
"3D",32,NA,0,0
"3D",35,NA,0,0
"3D",68,319764.344470024,0.0240254964452071,24
"3D",31,400286.163120985,0.0123071589530248,12
"3D",50,496810.178630114,0.000633071663712403,2
"3D",78,310166.493066072,0.00101075071211976,2
"3D",62,318866.509469032,0.053813935778652,2
"3D",81,319020.843097925,0.00252703932073173,8
"3D",33,NA,0,0
"3D",28,320774.846434116,0.0627360469995804,92
"3D",83,461445.111601114,0.00378576995880198,8
"3D",3,317131.006057024,0.0200803212851406,2
"3D",39,321446.847666025,0.143739553811496,8
"3D",42,318777.676244974,0.0131318582478863,2
"3D",74,309610.992044926,0.0495741819811744,72
"3D",58,316655.338450909,0.0513143176733781,76
"3D",11,NA,0,0
"3D",57,317052.83928895,0.117063492063492,2
"3D",49,322726.183470011,0.0522830254444058,18
"3D",41,NA,0,0
"3D",26,148762.688052893,0.0823280228381986,140
"3D",70,NA,0,0
"3D",4,317063.339247942,0.0248333691679208,4
"3D",20,316703.671880007,0.0424963844699076,8
"3D",86,NA,0,0
"3D",65,237477.521509886,0.0963842646591029,16
"3D",60,NA,0,0
"3D",88,413212.020303011,0.0271339739966083,18
"3D",30,41581.483725071,0.0265103948653551,20
"3D",6,725.905581951141,0.442312906724512,284
"3D",27,316056.670713902,0.036509675063892,18
"3D",55,317076.672616959,0.0484446710861806,10
"3D",37,325953.856066942,0.0923937031043107,20
"4D",39,230815.955934048,0.00188007124480505,6
"4D",5,NA,0,0
"4D",17,NA,0,0
"4D",85,2.75542998313904,0.224256292906178,67
"4D",77,234183.463659048,0.000274160383824551,4
"4D",75,NA,0,0
"4D",89,231524.124228001,0.000865051903114145,2
"4D",4,70315.7505669594,0.0100755667506298,32
"4D",44,144655.756536961,0.0404308897593733,10
"4D",22,349830.228346109,0.0160484642363694,52
"4D",61,NA,0,0
"4D",31,NA,0,0
"4D",57,NA,0,0
"4D",10,NA,0,0
"4D",80,189922.694775105,0.00138026224982757,8
"4D",90,228490.450520992,0.0285888696713805,90
"4D",36,147020.92867589,0.0135332564398309,24
"4D",6,147837.263932943,0.00120084058841186,2
"4D",86,419598.22000289,0.0141766630316249,2
"4D",25,NA,0,0
"4D",42,228761.78452301,0.0129895121716539,128
"4D",7,NA,0,0
"4D",18,NA,0,0
"4D",28,234834.46548605,0.0281574180800264,114
"4D",45,NA,0,0
"4D",66,239219.141959906,0.0166312367137678,80
"4D",65,147388.096162081,0.026517455297409,16
"4D",81,234872.298608065,0.00116397497453802,2
"4D",55,148037.931083918,0.000959769655282772,2
"4D",48,275504.892446041,0.000654236179260748,6
"4D",83,NA,0,0
"4D",14,58280.7231760025,0.0330920372285419,76
"4D",92,146812.09483099,0.0838282543082465,300
"4D",15,NA,0,0
"4D",19,234930.465405941,0.0343005770950175,166
"4D",47,228626.117569923,0.0651936715766503,2
"4D",74,495943.059999943,0.00422794117647052,4
"4D",49,NA,0,0
"4D",26,146762.594722033,0.0886062068209232,92
"4D",35,240029.810493946,0.000649772579597085,2
"4D",93,NA,0,0
"4D",63,NA,0,0
"4D",88,NA,0,0
"4D",16,231082.123243093,0.0182316118935837,14
"4D",13,NA,0,0
"4D",1,234879.965312004,0.0245056411500668,2
"4D",20,NA,0,0
"4D",2,152053.440690994,0.00860909335485616,10
"4D",53,61727.0644900799,0.00793188764371999,4
"4D",69,500759.238164902,0.000760745530619999,2
"4D",71,92882.8032488823,0.0422142572680206,96
"4D",50,NA,0,0
"4D",78,493410.887378931,0.00452529640691468,4
"4D",72,234469.797749043,0.00470781646988483,2
"4D",29,NA,0,0
"4D",38,192097.866369009,0.000886874260938031,10
"4D",64,NA,0,0
"4D",54,100.422235012054,0.448508318990247,21
"4D",56,231138.123361111,0.0361898793670687,10
"4D",68,272.92264008522,0.169952413324269,45
"4D",60,NA,0,0
"4D",62,NA,0,0
"4D",43,194090.537735939,0.0175018231065736,42
"4D",8,NA,0,0
"4D",27,NA,0,0
"4D",9,NA,0,0
"4D",41,147830.930555105,0.00557825267127599,6
"4D",52,45995.6949629784,0.0254300057608428,150
"4D",59,233668.295814991,0.136687483507784,8
"4D",84,153296.776413918,0.0138004246284502,64
"4D",79,145052.757394075,0.154720766915617,28
"4D",3,147274.429261923,0.03919255472539,100
"4D",73,NA,0,0
"4D",76,NA,0,0
"4D",24,147841.097266912,0.00308505949757598,4
"4D",12,NA,0,0
"4D",33,404318.019473076,0.00724637681159424,30
"4D",87,NA,0,0
"4D",30,NA,0,0
"4D",37,NA,0,0
"4D",46,NA,0,0
"4D",82,233552.795538902,0.00709336852523923,8
"4D",11,234745.964992046,0.00108086198743496,4
"4D",21,147800.597184896,0.0647291941875825,6
"4D",51,180353.005969048,0.0187848862172606,102
"4D",70,146813.761460066,0.052910052910053,6
"4D",67,147822.763904095,0.181828571428571,120
"4D",91,383969.806359053,9.00414190527776e-05,2
"4D",34,NA,0,0
"5D",75,134786.960365057,0.000213424394408301,4
"5D",96,58370.7893540859,0.0368511263467188,130
"5D",14,NA,0,0
"5D",20,156741.676285028,0.0146110872367855,56
"5D",67,333663.322561026,0.00684859340427768,16
"5D",60,52721.2763690948,0.0410937253042516,57
"5D",24,NA,0,0
"5D",68,241205.548624039,0.00123877361412195,2
"5D",32,213897.379524946,0.0186125211505923,34
"5D",37,58420.4561760426,0.00109529025191679,2
"5D",26,NA,0,0
"5D",11,101224.219182014,0.0397936624907884,70
"5D",1,NA,0,0
"5D",99,211588.965013981,0.058327219369039,68
"5D",31,308284.364856005,0.00986288188597539,26
"5D",53,339444.358387947,0.000720386950704865,2
"5D",16,63263.8003098965,0.0841766877009167,139
"5D",84,NA,0,0
"5D",66,48562.9336810112,0.0208052181736391,28
"5D",88,NA,0,0
"5D",21,54392.7801110744,0.00923482849604218,32
"5D",80,82073.1758460999,0.0273154075970978,104
"5D",9,50600.2716670036,0.0146568954030646,32
"5D",19,17273.0318789482,0.00709137409904681,6
"5D",8,NA,0,0
"5D",41,202517.277782917,0.02221011036926,32
"5D",70,NA,0,0
"5D",36,57949.9550440311,0.0118245390972664,10
"5D",61,NA,0,0
"5D",35,55290.4488549232,0.0559903008927587,70
"5D",30,NA,0,0
"5D",78,304457.341057062,0.0377331624661825,78
"5D",44,54270.2797689438,0.00580421922089513,16
"5D",100,56367.2846169472,0.0254014214266913,58
"5D",86,NA,0,0
"5D",48,420878.864984989,0.0349794238683128,2
"5D",29,67983.6441600323,0.0908376375477207,227
"5D",25,414297.824039936,0.00455707458041577,4
"5D",73,58252.4557359219,0.0228097459823744,62
"5D",56,414912.227859974,0.00296076980014814,2
"5D",4,41490.7510170937,0.00575815738963525,12
"5D",95,NA,0,0
"5D",47,NA,0,0
"5D",90,67909.8106329441,0.0106010324483776,6
"5D",92,NA,0,0
"5D",43,147432.988289118,0.0101097945428852,32
"5D",97,131106.118729115,0.0206045291087569,62
"5D",28,322536.453413963,0.00784313725490193,8
"5D",63,401052.141339064,0.00819134993446924,2
"5D",22,141955.809391022,0.0324668202259515,94
"5D",49,57386.7873589993,0.030789387487717,6
"5D",17,67681.9767720699,0.0712648260739559,166
"5D",94,155652.673511028,0.000172087420409639,2
"5D",57,147498.48843503,0.00647146191385528,6
"5D",74,146894.48705411,0.0127388535031847,40
"5D",33,102548.888523102,0.000317897636960884,2
"5D",59,408092.985400915,0.00802919708029193,6
"5D",82,NA,0,0
"5D",89,71790.1526041031,0.0253725332259365,54
"5D",81,142591.477421999,0.0365896563855987,82
"5D",87,NA,0,0
"5D",62,93605.5351269245,0.0359201317414575,128
"5D",23,341332.970175028,0.00100764127970443,2
"5D",65,NA,0,0
"5D",18,NA,0,0
"5D",34,69610.814440012,0.000740975971207813,2
"5D",98,10389.5169599056,0.0300921572315216,12
"5D",71,333554.521881104,0.0205278592375366,2
"5D",64,57660.1211020947,0.0718008861089392,96
"5D",27,47701.7650449276,0.22973092975757,568
"5D",79,NA,0,0
"5D",42,NA,0,0
"5D",5,321727.648339033,0.087791932059448,124
"5D",46,214330.782217979,0.0015120636381567,10
"5D",12,NA,0,0
"5D",69,NA,0,0
"5D",55,67306.3092670441,0.0143850395588587,24
"5D",76,156174.174712896,0.0287936839660978,30
"5D",39,NA,0,0
"5D",77,63204.1335439682,0.00697533360291147,4
"5D",52,140629.973133087,0.000700280112044815,2
"5D",15,202155.610317945,0.0325552825552826,68
"5D",2,NA,0,0
"5D",91,321850.849067926,0.00188921635305683,6
"5D",45,71751.6524729729,0.0288059348117748,76
"5D",72,NA,0,0
"5D",38,65384.9716570377,0.0476885098743267,83
"5D",83,62751.29915905,0.0349401488191523,82
"5D",93,NA,0,0
"5D",85,59755.2925128937,0.0354765161878705,87
"5D",58,99258.3813169003,0.00170125893160944,2
"5D",51,NA,0,0
"5D",50,94082.536206007,0.00251791594034478,4
"5D",6,61456.4629609585,0.0311700961889687,88
"5D",54,219494.614253044,0.0398467432950191,58
"6D",78,168607.713787079,9.62278675904482e-05,2
"6D",11,NA,0,0
"6D",22,NA,0,0
"6D",35,495149.026365995,0.00548713571515669,10
"6D",55,497933.044266939,0.00641689091285458,4
"6D",65,45562.3160688877,0.000110460620788677,2
"6D",13,NA,0,0
"6D",24,159669.055675983,0.0442271880819367,34
"6D",30,495156.22638607,0.0103462837837838,4
"6D",72,328940.950898886,0.00528235442082758,12
"6D",69,NA,0,0
"6D",53,NA,0,0
"6D",6,NA,0,0
"6D",40,NA,0,0
"6D",29,NA,0,0
"6D",23,501407.266850948,0.00486891385767785,4
"6D",50,330612.361695051,0.00327413433872414,12
"6D",15,NA,0,0
"6D",66,73366.2967159748,0.0212596634834015,104
"6D",26,NA,0,0
"6D",80,330197.559077024,0.00575412194312275,2
"6D",61,NA,0,0
"6D",9,NA,0,0
"6D",14,NA,0,0
"6D",48,NA,0,0
"6D",16,NA,0,0
"6D",37,NA,0,0
"6D",10,NA,0,0
"6D",18,495159.826407909,0.00445121236968493,4
"6D",59,330594.161647081,0.00349061145883489,4
"6D",79,44517.9091989994,0.321358589157414,46
"6D",19,355596.923688889,0.00734843845682787,6
"6D",43,NA,0,0
"6D",81,330462.960724115,0.0105354486861675,8
"6D",56,243552.998476982,0.0455287872601062,34
"6D",76,60448.2130110264,0.0887552172845569,252
"6D",63,505272.291378021,0.00059672992003823,2
"6D",3,NA,0,0
"6D",62,274506.998724937,0.00779708783466426,12
"6D",21,NA,0,0
"6D",42,NA,0,0
"6D",46,273941.195043087,0.0283442088091355,60
"6D",32,330563.961374998,0.0128470783257355,14
"6D",64,47421.9280800819,0.360399284862932,58
"6D",33,61555.2201740742,0.00737735153080044,4
"6D",60,NA,0,0
"6D",2,330401.760368109,0.0124084025403028,2
"6D",8,159366.453707933,0.0433821497651286,70
"6D",31,67126.4566919804,0.256319115323855,17
"6D",41,NA,0,0
"6D",67,44889.9117100239,0.278267594740913,74
"6D",4,68907.4678330421,0.0695542774982028,258
"6D",74,NA,0,0
"6D",12,NA,0,0
"6D",39,44322.3079950809,0.379801623083859,6
"6D",1,NA,0,0
"6D",20,NA,0,0
"6D",45,NA,0,0
"6D",52,160015.457760096,0.01817554354078,172
"6D",27,NA,0,0
"6D",77,330582.561589956,0.000214178624973194,2
"6D",47,NA,0,0
"6D",38,162867.876584053,0.00756779482867342,94
"6D",83,74441.3037080765,0.0467884260209317,222
"6D",49,164438.286410093,0.0730193008503173,4
"6D",34,45094.1130490303,0.0290418315432448,142
"6D",82,NA,0,0
"6D",58,NA,0,0
"6D",68,495314.227401018,0.00506573392835596,4
"6D",57,NA,0,0
"6D",70,74684.7052519321,0.0111594032655937,12
"6D",51,NA,0,0
"6D",36,NA,0,0
"6D",25,NA,0,0
"6D",28,NA,0,0
"6D",71,337569.806956053,0.0151319192964303,8
"6D",17,251137.647303104,0.0104996379435192,96
"6D",7,NA,0,0
"6D",44,507000.902421951,0.00532052945756556,4
"6D",54,159920.257183075,0.0203341536070458,88
"7D",93,NA,0,0
"7D",63,420673.215436935,0.00117964273677118,4
"7D",73,66318.6911530495,0.00826086956521732,12
"7D",4,1.46924495697021,0.434100418410042,26
"7D",54,1.66950297355652,1,0
"7D",83,65855.6881959438,0.023086574654956,2
"7D",53,NA,0,0
"7D",90,9.6693160533905,1,0
"7D",33,238397.171946049,0.0289323553382232,1
"7D",49,NA,0,0
"7D",76,NA,0,0
"7D",9,8.06963896751404,1,0
"7D",24,487005.231954098,0.0100788781770378,6
"7D",65,413606.573750019,0.0591231580862288,38
"7D",32,7.66928195953369,1,0
"7D",59,NA,0,0
"7D",13,421790.221839905,0.0050694705219676,8
"7D",79,486962.832015991,0.0333276069403883,8
"7D",56,54517.2160539627,0.0108975861260838,14
"7D",68,78262.5673539639,0.135163453478625,22
"7D",43,501913.720626116,0.0174769917263178,2
"7D",85,NA,0,0
"7D",46,486980.431833982,0.00368574199806004,24
"7D",74,NA,0,0
"7D",16,526147.665306091,0.00666349357448826,2
"7D",62,54617.6167590618,0.00256519880290718,4
"7D",38,482739.178520918,0.239185428788262,38
"7D",5,23698.8201570511,0.421409214092141,1
"7D",47,55987.8256759644,0.175429597332649,2
"7D",71,NA,0,0
"7D",1,500204.310373068,0.0102164923376307,4
"7D",86,53657.2109279633,0.00546188553787696,4
"7D",89,79385.5743479729,0.0873221216041398,3
"7D",15,53856.8119530678,0.0846513700155938,6
"7D",61,NA,0,0
"7D",26,63664.0742080212,0.0224082738241813,4
"7D",57,NA,0,0
"7D",23,102.269932985306,1,0
"7D",2,488605.241168022,0.0108401084010841,2
"7D",77,489629.646992922,0.035521504440188,8
"7D",19,416775.192563057,0.102970739334376,1
"7D",64,138820.751666069,0.199176694110196,1
"7D",21,145949.996696949,0.284655103932212,48
"7D",29,NA,0,0
"7D",51,NA,0,0
"7D",11,54593.6165750027,0.10617311315527,4
"7D",31,502531.924319029,0.0115761353517365,8
"7D",30,332614.712723017,0.038958829533855,6
"7D",12,54538.6161580086,0.0221476510067113,5
"7D",40,479143.957326889,0.0570114942528737,20
"7D",55,53445.2092568874,0.335391822827939,29
"7D",92,NA,0,0
"7D",28,416903.193314075,0.0419136325148179,18
"7D",81,489117.244066954,0.00207813798836232,2
"7D",34,154113.848249912,0.270476631189264,1
"7D",22,268.470918893814,1,0
"7D",36,40243.7257180214,0.00165357585779247,2
"7D",18,418052.200037003,0.248803827751196,30
"7D",48,NA,0,0
"7D",72,56026.2256848812,0.00451297480255741,2
"7D",39,419021.605670929,0.056747650292605,30
"7D",50,55283.4212369919,0.0133942808546827,12
"7D",58,502369.723365068,0.00400188323917128,4
"7D",75,96778.2848160267,0.0125852123754588,4
"7D",88,152421.63776207,0.00101317122593714,4
"7D",8,489781.247912884,0.112433011789925,1
"7D",37,402709.910151005,0.106983655274889,10
"7D",6,419331.607534885,0.158578263841422,53
"7D",69,NA,0,0
"7D",27,NA,0,0
"7D",41,NA,0,0
"7D",78,NA,0,0
"7D",3,486932.831568956,0.000566786321556823,2
"7D",7,493324.669373989,0.0078797874289902,2
"7D",91,153925.247098923,0.173714910681735,16
"7D",17,151815.033894062,0.312991215903837,1
"7D",14,60760.2556838989,0.00222536920898242,4
"7D",67,45099.3564729691,0.114660680366085,30
"7D",82,NA,0,0
"7D",45,NA,0,0
"7D",60,411888.36371398,0.266742338251986,52
"7D",20,419326.807532072,0.0174336103790798,14
"7D",25,79447.7747330666,0.0743277100384165,28
"7D",87,499484.505979061,0.0117461034560651,4
"7D",70,78242.1671888828,0.250418480080348,6
"7D",44,54940.8187029362,0.144006436041834,6
"7D",80,53446.4093670845,0.0256702795208215,3
"7D",35,54616.0166840553,0.380760851349087,108
"7D",84,55213.0204629898,0.0406150275601973,16
"7D",66,1294.87742090225,1,0
"7D",42,495211.880575895,0.152114597544338,2
"7D",10,1193.8768029213,1,0
"7D",52,29965.2603039742,1,0
"8D",52,231669.885855913,0.0763526821920983,4
"8D",25,58181.7230579853,0.231702763256161,3
"8D",85,419219.325011015,0.0605069501226492,6
"8D",62,414979.894959927,0.0531367041198503,2
"8D",23,3.72725391387939,0.898825468782197,39
"8D",81,230441.077557087,0.714223764093669,2
"8D",53,240155.541394949,0.0420799519086263,8
"8D",39,NA,0,0
"8D",48,83575.8962109089,0.450283471434802,7
"8D",46,NA,0,0
"8D",86,230564.478722095,0.0155189136760427,4
"8D",26,NA,0,0
"8D",74,504182.096023083,0.0529764549089293,2
"8D",75,510827.742522001,0.00064084306465384,2
"8D",61,333487.555241108,0.185094310688545,2
"8D",24,58127.5226500034,0.00910536204653845,6
"8D",17,508020.522654057,0.000854116843184149,2
"8D",41,416000.102102041,0.0234230055658626,2
"8D",13,239118.734669924,0.151295843520782,8
"8D",47,414620.292809963,0.230958230958231,1
"8D",55,240562.344083071,0.0676626506024096,22
